Wall time,Step,Value
1650456613.7466722,21841856,2.440000295639038
1650456688.7178235,22024256,2.5500004291534424
1650456797.7065923,22297408,2.0700008869171143
1650456858.3849068,22442368,2.030000686645508
1650456892.631106,22524800,1.8900010585784912
1650456938.5686593,22635712,2.700000286102295
1650456939.134295,22638080,2.6600003242492676
1650456964.2011104,22697344,1.8800010681152344
1650456977.630222,22731200,2.15000057220459
1650456990.280709,22760768,2.570000171661377
1650456997.5216718,22779264,2.160000801086426
1650457004.8079507,22796672,2.4200005531311035
1650457005.0571072,22797952,1.8600010871887207
1650457018.6257164,22831616,2.6000003814697266
1650457024.8421218,22846400,2.5900001525878906
1650457030.024725,22855808,2.4300005435943604
1650457084.920973,22993664,2.6100001335144043
1650457086.6218774,23002176,2.2900006771087646
1650457091.663072,23013440,2.3700006008148193
1650457110.2529492,23059904,2.4900002479553223
1650457116.4542232,23074240,2.4800002574920654
1650457135.005365,23119936,2.630000352859497
1650457135.9480536,23124160,2.830000162124634
1650457147.8584654,23153600,1.9200009107589722
1650457160.457971,23183424,2.9000000953674316
1650457169.1706924,23210048,2.8600001335144043
1650457186.940668,23249984,2.2300007343292236
1650457190.182534,23264576,1.9300007820129395
1650457200.2917974,23283584,2.2400007247924805
1650457222.006055,23340096,1.8500008583068848
1650457226.9984736,23349056,2.6600000858306885
1650457227.3601685,23350656,2.640000104904175
1650457240.9711194,23383744,2.4300003051757812
1650457250.0575345,23410048,2.8000001907348633
1650457256.3745408,23424896,2.570000171661377
1650457261.475891,23433920,2.640000343322754
1650457261.807492,23435264,2.260000467300415
1650457269.2663445,23455040,2.81000018119812
1650457269.5966928,23456896,2.4700005054473877
1650457275.959145,23471360,1.1700013875961304
1650457281.158248,23480960,1.5700013637542725
1650457298.4080343,23526784,2.3700003623962402
1650457301.6740565,23528256,2.6200003623962402
1650457304.4974208,23540608,2.690000295639038
1650457310.4448164,23553280,2.640000343322754
1650457315.377401,23562112,2.750000238418579
1650457321.615642,23576640,2.1000008583068848
1650457322.596213,23581056,2.930000066757202
