step,return,length,success
16384,1.4650012,206.0,1.0
32768,0.6225007,322.6,1.0
49152,-0.55875075,472.65,1.0
65536,-4.137508,798.8450704225352,0.4647887323943662
81920,-3.753676,760.1038961038961,0.5064935064935064
98304,-3.7816288,762.564705882353,0.49411764705882355
114688,-4.0899415,798.7,0.49
131072,-4.3503976,814.77,0.38
147456,-3.433638,732.67,0.51
163840,-3.4294868,739.62,0.54
180224,-3.4108875,738.42,0.54
196608,-3.1894848,717.58,0.6
212992,-2.83563,689.24,0.66
229376,-2.7642295,684.74,0.67
245760,-2.5110247,673.49,0.74
262144,-1.8889685,608.63,0.8
278528,-1.756517,600.5,0.84
294912,-1.8069175,604.41,0.81
311296,-1.8736202,595.67,0.73
327680,-1.8655704,592.89,0.73
344064,-2.0160728,600.25,0.66
360448,-2.0279741,595.46,0.67
376832,-1.7327206,573.86,0.7
393216,-1.4258678,546.46,0.74
409600,-1.2265137,536.43,0.77
425984,-0.9792633,506.27,0.78
442368,-1.1369132,526.82,0.79
458752,-0.9847123,506.51,0.79
475136,-1.3806148,552.05,0.77
491520,-0.9263136,492.86,0.78
507904,-0.6991105,473.39,0.86
524288,-0.36205727,438.26,0.9
540672,-0.45145568,455.3,0.93
557056,-0.73355913,481.41,0.88
573440,-0.80011123,484.78,0.85
589824,-0.93766373,502.52,0.85
606208,-0.8859627,495.95,0.83
622592,-0.4430582,449.19,0.87
638976,-0.28860712,432.5,0.89
655360,-0.27035862,427.03,0.88
671744,-0.038807515,397.15,0.88
688128,0.23114513,370.61,0.91
704512,0.23679611,376.98,0.93
720896,0.39644694,357.6,0.94
737280,0.39659747,360.64,0.95
753664,0.15964538,389.69,0.93
770048,-0.23180732,434.13,0.88
786432,-0.0030578112,397.8,0.86
802816,0.23689377,373.13,0.89
819200,0.27959555,376.55,0.93
835584,-0.16195637,425.71,0.88
851968,-0.057007503,404.03,0.86
868352,-0.03850696,402.26,0.86
884736,-0.08995568,415.06,0.88
901120,0.22714648,380.19,0.93
917504,0.35109627,363.51,0.92
933888,0.17054304,374.95,0.85
950272,0.25094384,368.45,0.87
966656,0.3930462,356.86,0.91
983040,0.26089483,372.05,0.89
999424,0.25639442,369.43,0.88
1015808,0.5578968,337.01,0.93
1032192,0.6558472,326.38,0.95
1048576,0.53699625,338.19,0.94
1064960,0.32534575,366.77,0.93
1081344,0.4136975,360.79,0.95
1097728,0.76529884,319.95,0.97
1114112,0.9321482,295.68,0.96
1130496,0.7728473,311.34,0.94
1146880,0.67289674,323.07,0.93
1163264,0.6045958,332.98,0.93
1179648,0.5300465,346.02,0.94
1196032,0.48614684,352.21,0.94
1212416,0.42509708,361.77,0.94
1228800,0.2216956,382.47,0.91
1245184,0.38934505,358.39,0.91
1261568,0.73449594,315.45,0.92
1277952,0.90159714,296.57,0.93
1294336,1.1167984,270.78,0.95
1310720,0.8170474,307.84,0.95
1327104,0.61999685,332.5,0.94
1343488,0.39639533,355.93,0.89
1359872,0.25799572,373.61,0.89
1376256,0.1426439,380.42,0.87
1392640,0.5020441,338.58,0.89
1409024,0.936997,294.38,0.94
1425408,0.76819533,308.08,0.9
1441792,0.3237931,360.7,0.87
1458176,0.3742943,359.29,0.87
1474560,0.94174796,297.36,0.94
1490944,1.1974483,263.31,0.96
1507328,0.8112962,310.68,0.93
1523712,0.8017963,314.42,0.93
