id,length,success,spl
00000000,772.82,0.47,0.018141299262482438
00100000,659.32,0.62,0.03681361743797407
00200000,825.15,0.31,0.014306649328014683
00300000,591.16,0.67,0.037109564833299864
00400000,517.31,0.75,0.04566698770903317
00500000,507.59,0.78,0.04807769312913627
00600000,399.71,0.91,0.07466131602791136
00700000,427.14,0.83,0.05848597733463195
00800000,387.09,0.91,0.07491127397515404
00900000,400.55,0.88,0.08506628129654142
01000000,338.52,0.9,0.08295814535601373
01100000,298.77,0.94,0.09579103753665326
01200000,280.41,0.96,0.11504837293904015
01300000,328.45,0.9,0.1207206646666551
01400000,231.5,0.97,0.12584513607405987
01500000,235.9,0.97,0.12090714215399728
01600000,241.73,0.95,0.11902993728705828
01700000,196.6,0.99,0.1359680406746964
01800000,182.46,1.0,0.13925306130858117
01900000,184.99,1.0,0.1383066797500664
02000000,181.28,0.99,0.14324634522532256
02100000,188.5,0.97,0.15372757172139714
02200000,174.85,0.96,0.1787134290888226
02300000,181.55,0.97,0.16781904144216603
02400000,235.14,0.95,0.13267296490141292
02500000,164.35,0.98,0.1824634637163073
02600000,130.15,1.0,0.20706019215284688
02700000,146.74,0.98,0.2298048579791004
02800000,172.67,0.97,0.1921571649023648
02900000,190.32,0.95,0.17388590511739976
03000000,185.44,0.96,0.16719359970609599
03100000,191.13,0.97,0.1926992060262898
03200000,159.38,0.97,0.19238003219693478
03300000,125.26,0.99,0.22560946348182534
03400000,158.64,0.98,0.20157948370511086
03500000,137.77,1.0,0.18201818698796757
03600000,154.82,0.99,0.19026408689592236
03700000,153.36,0.96,0.210612768771874
03800000,133.77,1.0,0.2415577766574648
03900000,126.27,1.0,0.2233630029315438
04000000,138.91,0.99,0.19082219928291164
04100000,145.67,0.99,0.1953669183026523
04200000,156.67,0.98,0.24172254731176016
04300000,126.43,0.99,0.21029171057627224
04400000,126.81,0.99,0.24005760826765113
04500000,147.62,0.97,0.2154402663211179
04600000,103.8,1.0,0.23577165228652736
04700000,134.68,0.99,0.21684203587875073
04800000,129.63,0.98,0.21241850525515119
04900000,154.63,0.99,0.20080888259034257
05000000,107.59,1.0,0.2235359278293278
05100000,145.5,0.98,0.2179614185279329
05200000,153.84,0.96,0.22030456802588227
05300000,157.26,0.99,0.22227958999312544
05400000,124.03,0.99,0.22478587173428669
05500000,141.03,1.0,0.1951880042436758
05600000,147.47,0.97,0.1840850836543076
05700000,149.52,0.98,0.18718494163494914
05800000,134.81,0.98,0.26073100726397036
05900000,145.14,0.98,0.2505031037357699
06000000,154.54,0.98,0.1821123947025675
06100000,143.41,0.98,0.20570557813059484
06200000,155.4,0.96,0.21764085248513163
06300000,137.67,0.97,0.23223182700038106
06400000,143.67,0.97,0.21775130571614007
06500000,147.53,0.98,0.19917068626911685
06600000,121.57,0.99,0.22312598826787344
06700000,161.07,0.97,0.2215109990177916
06800000,166.85,0.96,0.2113293272519593
06900000,125.7,0.99,0.22906988446311502
07000000,114.93,0.99,0.21005045438198827
07100000,137.58,0.99,0.2188953036452166
07200000,113.23,1.0,0.22504106669169172
07300000,138.46,0.98,0.20015982856912445
07400000,110.06,1.0,0.24990588162333996
07500000,148.78,0.98,0.23257545460500403
07600000,153.26,0.98,0.20973888323673073
07700000,151.07,0.99,0.20085222406798364
07800000,203.07,0.95,0.23285168954897034
07900000,140.04,0.98,0.21018549819642715
08000000,127.25,0.99,0.20166548582939786
08100000,100.33,1.0,0.23259177994700306
08200000,136.77,0.98,0.23861992860178344
08300000,170.14,0.95,0.19672621926644837
08400000,150.56,0.99,0.19336679552594327
08500000,163.17,0.97,0.21530418657196812
08600000,154.94,0.95,0.22439125403450189
08700000,160.47,0.95,0.21903698331238408
08800000,171.23,0.97,0.20783387928884278
08900000,180.77,0.96,0.246156361375072
09000000,177.08,0.97,0.19004287786956336
09100000,222.56,0.9,0.20294278607427427
09200000,164.42,0.97,0.1952812755834207
09300000,121.63,0.99,0.23396942486641897
09400000,170.22,0.94,0.21398701900520475
09500000,159.93,0.97,0.24348909922369347
09600000,168.57,0.97,0.195768024614103
09700000,183.7,0.95,0.19534054733349812
09800000,167.54,0.96,0.2008644753078347
09900000,110.18,1.0,0.22395037209192994
10000000,169.34,0.97,0.2047493699789323
10100000,142.27,0.98,0.22333173632468978
10200000,156.38,0.96,0.2018049213202325
10300000,149.38,0.97,0.19545666800647107
10400000,207.63,0.96,0.1887518443124501
10500000,193.04,0.94,0.2181518328360116
10600000,192.63,0.95,0.20637920733552573
10700000,221.64,0.93,0.16201939824403055
10800000,155.31,0.99,0.19566375469467162
10900000,145.17,0.98,0.2204173519678347
11000000,181.3,0.96,0.22228149714788933
11100000,135.3,0.97,0.2399878753867969
11200000,122.43,0.99,0.2254230073154622
11300000,160.6,0.97,0.19054095763217338
11400000,128.14,0.98,0.217717813283322
11500000,172.12,0.95,0.24850911504657439
11600000,129.04,0.98,0.23430843349693564
11700000,136.13,0.96,0.23135923086435084
11800000,132.59,0.98,0.23110166647948804
11900000,137.09,0.96,0.22984496389781583
12000000,160.67,0.98,0.2096838441609849
12100000,164.8,0.95,0.19207885126505186
12200000,163.22,0.97,0.20469811844111352
12300000,152.04,0.99,0.2527068677415702
12400000,145.49,0.97,0.2252891962811915
12500000,211.07,0.92,0.16717949021294343
12600000,158.5,0.96,0.21874373303330366
12700000,113.89,0.99,0.22834092991029384
12800000,146.63,0.98,0.2083493145015904
12900000,162.9,0.98,0.19507012290568
13000000,176.71,0.96,0.22183641190824857
13100000,159.14,0.97,0.21219887740629903
13200000,152.86,0.96,0.23691975939811424
13300000,141.72,0.98,0.1942389385298706
13400000,139.61,0.98,0.2246977866240317
13500000,169.86,0.97,0.2019506516033721
13600000,138.61,0.98,0.20604454953777412
13700000,159.18,0.96,0.19965154631290538
13800000,158.74,0.97,0.1913877891404848
13900000,135.28,0.99,0.24161947940476353
14000000,126.54,0.98,0.2223403811516923
14100000,126.15,0.99,0.21268391319280294
14200000,175.69,0.95,0.2279139880255452
14300000,146.37,0.95,0.23997916333274735
14400000,130.89,0.97,0.24596218394590116
14500000,147.82,0.97,0.264551572366457
14600000,153.03,0.98,0.20086572964625385
14700000,127.36,0.98,0.22578042039473606
14800000,153.34,0.99,0.2233884325385343
14900000,158.37,0.97,0.22361843925653685
15000000,144.22,0.97,0.2330499777655158
15100000,157.12,0.99,0.21770123616412776
15200000,168.93,0.95,0.2140833291182137
15300000,167.06,0.96,0.23150440069332848
15400000,140.73,0.98,0.20884719864260223
15500000,144.96,0.96,0.23152938939352477
15600000,187.12,0.96,0.19767592406387055
15700000,181.09,0.96,0.22762868850663545
15800000,133.65,1.0,0.20422273525732926
15900000,162.94,0.97,0.23049226361323705
16000000,116.5,0.99,0.26150331380416747
16100000,150.24,0.96,0.24843213872869607
16200000,173.51,0.98,0.21612833748050714
16300000,129.82,0.99,0.22040798595984815
16400000,159.63,0.96,0.23767400216854834
16500000,169.01,0.94,0.21265441857905137
16600000,158.29,0.95,0.21130054723816824
16700000,148.3,0.98,0.23331437775724065
16800000,134.97,0.99,0.22081850096707242
16900000,150.87,0.98,0.20660405174055899
17000000,158.71,0.96,0.19999327964448177
17100000,140.06,0.99,0.19134693867433497
17200000,128.59,1.0,0.19529625264571066
17300000,163.04,0.97,0.18346862369984027
17400000,130.24,0.99,0.222686364952636
17500000,125.58,1.0,0.20626058337658915
17600000,157.18,0.98,0.19938459275693762
17700000,147.88,0.97,0.21521269623349754
17800000,166.37,0.95,0.20414868634739217
17900000,137.2,0.97,0.2434637893075252
18000000,161.16,0.98,0.20544908459262484
18100000,150.49,0.97,0.2155493191119765
18200000,145.78,0.99,0.20449347645268529
18300000,175.99,0.99,0.1911477718322037
18400000,151.69,0.98,0.1958643560265033
18500000,173.01,0.98,0.19658549685793436
18600000,134.84,0.99,0.2003523343644228
18700000,160.65,0.99,0.19115201960423364
18800000,159.53,0.97,0.21618492497606898
18900000,155.97,0.97,0.22856927910006078
19000000,158.05,0.97,0.2035239068269136
19100000,169.47,0.96,0.20714803119596595
19200000,186.0,0.97,0.20596827773359158
19300000,254.82,0.9,0.15797054773634353
19400000,215.46,0.93,0.1900185448471222
19500000,169.59,0.98,0.20351654898928537
19600000,166.99,0.97,0.21168433211625107
19700000,133.97,0.98,0.23132239651457825
19800000,167.56,0.97,0.2511119906238145
19900000,152.36,0.99,0.2310979914207346
20000000,194.56,0.96,0.18901765162453632
20100000,164.06,0.98,0.19034620201949537
20200000,151.01,0.99,0.197534054613163
20300000,156.28,0.99,0.1873515979463225
20400000,199.38,0.95,0.16796134697459067
20500000,168.24,0.98,0.1794946253449841
20600000,160.81,0.98,0.19675398536806324
20700000,140.97,0.99,0.19804114540892784
20800000,179.48,0.97,0.18634337037991666
20900000,159.93,0.99,0.21613373480482337
21000000,148.63,0.96,0.21136367884304913
21100000,147.43,0.97,0.20854203534269433
21200000,134.0,0.99,0.20740566030480495
21300000,158.96,0.96,0.20409157148371435
21400000,166.65,0.97,0.19481989105723108
21500000,182.43,0.95,0.1860637153776727
21600000,115.72,1.0,0.24153681886137876
21700000,197.09,0.98,0.17408214089708668
21800000,153.91,1.0,0.24366458156272824
21900000,226.63,0.94,0.1968588406266831
22000000,183.59,0.96,0.18445648191263606
22100000,214.62,0.93,0.18387184115911803
22200000,159.34,0.97,0.20346720943411584
22300000,171.16,0.98,0.22125306677820195
22400000,163.58,0.99,0.20940213450940282
22500000,160.05,0.96,0.2340767680741726
22600000,134.49,0.99,0.2022150754979621
22700000,146.21,0.99,0.225977983274083
22800000,151.68,0.99,0.21015973037309432
22900000,174.44,0.96,0.18405779298910718
23000000,163.98,0.99,0.22231490679001525
23100000,190.57,0.95,0.19230354102074812
23200000,194.4,0.94,0.19664277877961645
23300000,204.46,0.94,0.20274208861048548
23400000,246.99,0.91,0.1881596583027345
23500000,203.9,0.96,0.18857888816928392
23600000,189.26,0.97,0.17806973059437348
23700000,165.3,0.97,0.21219133218448188
23800000,161.81,0.97,0.20884407521579532
23900000,159.81,0.98,0.22724306580366133
24000000,144.02,0.99,0.20713488288270887
24100000,225.56,0.94,0.17488830288427185
24200000,172.43,0.98,0.20937605461410005
24300000,194.55,0.95,0.19549202459254644
24400000,166.47,0.98,0.2130281195743762
24500000,188.28,0.99,0.18963886603439456
24600000,177.19,0.95,0.17085623839483646
24700000,184.7,0.96,0.19777163198830663
24800000,179.07,0.95,0.20617440198222486
24900000,166.22,0.96,0.21063787198440168
