step,return,length,success
65536,-6.4946804,1000.0,0.0
81920,-6.4946804,1000.0,0.0
98304,-6.4946804,1000.0,0.0
114688,-6.4946804,1000.0,0.0
131072,-6.800277,1000.0,0.0
147456,-6.800277,1000.0,0.0
163840,-6.719426,993.31,0.01
180224,-6.719426,993.31,0.01
196608,-6.3607197,993.31,0.01
212992,-6.3607197,993.31,0.01
229376,-6.3643694,993.31,0.01
245760,-6.3643694,993.31,0.01
262144,-6.1868153,1000.0,0.0
278528,-6.175365,1000.0,0.0
294912,-6.121114,995.02,0.01
311296,-6.121114,995.02,0.01
327680,-6.141015,995.02,0.01
344064,-6.148715,995.02,0.01
360448,-6.158615,995.02,0.01
376832,-6.158615,995.02,0.01
393216,-6.0796137,1000.0,0.0
409600,-6.073414,1000.0,0.0
425984,-6.0783634,1000.0,0.0
442368,-6.0783634,1000.0,0.0
458752,-6.268017,999.55,0.01
475136,-6.2796674,999.55,0.01
491520,-6.2915177,999.55,0.01
507904,-6.2915177,999.55,0.01
524288,-6.388918,1000.0,0.0
540672,-6.320467,992.76,0.01
557056,-6.3182178,992.76,0.01
573440,-6.305717,992.76,0.01
589824,-6.042364,992.76,0.01
606208,-5.957663,986.32,0.02
622592,-5.9673133,986.32,0.02
638976,-5.9104137,984.95,0.03
655360,-6.0780654,992.19,0.02
671744,-6.083365,992.19,0.02
688128,-6.0744147,992.19,0.02
704512,-6.151964,1000.0,0.0
720896,-6.151964,1000.0,0.0
737280,-6.0556116,995.07,0.01
753664,-6.0556116,995.07,0.01
770048,-6.045413,995.07,0.01
786432,-6.045713,995.07,0.01
802816,-6.0432124,995.07,0.01
819200,-6.0432124,995.07,0.01
835584,-5.96356,999.3,0.01
851968,-5.9739614,999.3,0.01
868352,-5.8962092,994.61,0.02
884736,-5.8962092,994.61,0.02
901120,-5.759607,993.89,0.02
917504,-5.7706575,993.89,0.02
933888,-5.7715087,993.89,0.02
950272,-5.724307,990.33,0.03
966656,-5.698256,995.95,0.02
983040,-5.6079555,987.15,0.03
999424,-5.6094055,987.15,0.03
1015808,-5.6212068,987.15,0.03
1032192,-5.6206074,990.76,0.02
1048576,-5.528008,983.44,0.03
1064960,-5.450106,978.45,0.05
1081344,-5.4171057,976.74,0.06
1097728,-5.572957,985.98,0.04
1114112,-5.553157,985.98,0.04
1130496,-5.5458064,985.98,0.04
1146880,-5.4970055,983.28,0.05
1163264,-5.6151543,997.3,0.01
1179648,-5.6133056,997.3,0.01
1196032,-5.622755,997.09,0.02
1212416,-5.6205554,995.42,0.03
1228800,-5.652255,996.5,0.03
1245184,-5.5510545,988.81,0.04
1261568,-5.4385033,980.23,0.06
1277952,-5.3215523,974.82,0.09
1294336,-5.3165016,976.7,0.07
1310720,-5.2019515,970.88,0.08
1327104,-5.1788,967.14,0.09
1343488,-5.1581993,967.14,0.09
1359872,-5.511603,990.44,0.02
1376256,-5.526703,990.44,0.02
1392640,-5.493703,987.02,0.03
1409024,-5.620254,994.37,0.03
1425408,-5.6327043,994.37,0.03
1441792,-5.526103,990.85,0.04
1458176,-5.560204,990.85,0.04
1474560,-5.565855,992.13,0.02
1490944,-5.546155,990.29,0.03
1507328,-5.562755,990.29,0.03
1523712,-5.414003,975.86,0.06
1540096,-5.276649,975.95,0.07
1556480,-5.149048,966.85,0.08
1572864,-5.0121455,960.39,0.1
1589248,-4.9553943,958.59,0.11
1605632,-5.1434956,982.58,0.05
1622016,-4.9909945,965.71,0.08
1638400,-4.809043,948.42,0.12
