step,return,length,success
16384,1.8475007,171.0,1.0
32768,0.5971444,331.42857142857144,1.0
49152,-0.72400343,498.0,1.0
65536,-4.8101993,866.6417910447761,0.34328358208955223
81920,-4.551228,840.0972222222222,0.375
98304,-4.0878396,797.6666666666666,0.44047619047619047
114688,-4.0989313,800.89898989899,0.43434343434343436
131072,-4.629549,849.04,0.34
147456,-4.1474934,805.96,0.44
163840,-3.5412858,759.21,0.54
180224,-3.8710883,791.2,0.52
196608,-3.8233883,770.19,0.49
212992,-3.3011835,724.3,0.6
229376,-3.4878848,739.61,0.59
245760,-3.6412902,747.9,0.57
262144,-3.7012398,759.21,0.59
278528,-3.5004876,737.62,0.62
294912,-3.4203367,733.38,0.61
311296,-3.3499832,728.71,0.6
327680,-3.2049325,712.01,0.58
344064,-3.0701303,697.36,0.59
360448,-3.0342803,687.39,0.6
376832,-2.8236785,668.8,0.65
393216,-2.937329,679.9,0.63
409600,-2.727476,668.46,0.67
425984,-2.8049774,683.25,0.65
442368,-2.5740778,650.19,0.64
458752,-2.4760282,629.77,0.66
475136,-2.6993318,638.62,0.62
491520,-2.8699834,649.37,0.6
507904,-2.9285831,663.2,0.62
524288,-2.996784,674.73,0.62
540672,-2.71953,649.5,0.63
557056,-2.7545283,662.1,0.64
573440,-2.7896786,668.74,0.64
589824,-2.2276735,618.51,0.72
606208,-2.3755267,634.41,0.7
622592,-1.9605229,595.94,0.77
638976,-2.1339748,613.56,0.74
655360,-2.2897766,630.87,0.72
671744,-2.383126,643.08,0.69
688128,-2.3956766,643.94,0.68
704512,-2.4943256,659.06,0.68
720896,-2.471025,658.37,0.69
737280,-2.2803726,640.19,0.75
753664,-1.781919,585.62,0.8
770048,-1.4211158,553.34,0.84
786432,-1.0405626,513.71,0.89
802816,-0.95376265,498.38,0.86
819200,-0.7066614,470.17,0.89
835584,-1.0048625,500.31,0.84
851968,-1.3401161,540.31,0.82
868352,-1.5459179,562.53,0.79
884736,-1.7505203,586.67,0.78
901120,-2.1636243,629.06,0.72
917504,-1.8725715,598.72,0.76
933888,-1.9635718,610.13,0.76
950272,-1.629569,573.69,0.78
966656,-1.581268,568.37,0.78
983040,-1.3555665,535.62,0.78
999424,-1.0264637,494.49,0.8
1015808,-0.7356115,467.67,0.84
1032192,-0.7424594,477.36,0.87
1048576,-0.5258572,459.77,0.91
1064960,-0.11460583,406.28,0.9
1081344,-0.13285567,412.45,0.92
1097728,-0.40975654,445.2,0.89
1114112,-0.68890786,480.24,0.89
1130496,-0.56760836,462.45,0.87
1146880,-0.34175834,435.41,0.89
1163264,-0.79266214,483.46,0.83
1179648,-1.5256188,550.74,0.74
1196032,-1.6913695,568.58,0.73
1212416,-1.384867,536.85,0.77
1228800,-0.9970128,508.08,0.81
1245184,-0.9912624,511.14,0.81
1261568,-0.8604124,495.93,0.82
1277952,-0.5841614,465.12,0.85
1294336,-0.29450944,432.38,0.86
1310720,0.04794353,395.18,0.9
1327104,0.0372437,397.16,0.91
1343488,-0.45965934,453.59,0.88
1359872,-0.6380613,475.48,0.89
1376256,-0.24990979,427.48,0.9
1392640,0.29154518,362.87,0.93
1409024,0.108895585,387.01,0.93
1425408,-0.19555764,419.56,0.89
1441792,-0.5569588,464.2,0.87
1458176,-0.44615936,447.19,0.86
1474560,-0.73316103,475.28,0.82
