id,length,success,spl
0,791.32,0.42,0.01604460294197465
100000,664.75,0.6,0.029137089967536268
1000000,271.89,0.99,0.09013850052694813
10000000,99.12,0.99,0.24719722797637256
10100000,99.11,1.0,0.2370285513533976
10200000,89.91,1.0,0.26193383116929014
10300000,81.53,1.0,0.30472385999237706
10400000,93.6,1.0,0.23619339502087194
10500000,92.13,1.0,0.2897950521087222
10600000,89.83,1.0,0.2597882225308789
10700000,94.2,1.0,0.24342797210651912
10800000,93.57,1.0,0.2591134476385974
10900000,76.41,1.0,0.27517461904912355
1100000,297.33,0.93,0.10976481856095069
11000000,134.97,0.96,0.21334172158150774
11100000,101.54,0.99,0.24359579713685775
11200000,94.87,0.99,0.26828150079348373
11300000,88.37,0.99,0.2566752511810126
11400000,81.13,1.0,0.253477699583626
11500000,91.76,0.99,0.2711820538614583
11600000,91.38,1.0,0.24258153910987332
11700000,94.61,1.0,0.22558956151915452
11800000,85.05,1.0,0.2807917378409091
11900000,92.32,0.99,0.2726223613455915
1200000,222.98,1.0,0.12308242800825592
12000000,100.05,0.98,0.2656375537830522
12100000,107.54,0.99,0.23923018580694067
12200000,92.75,1.0,0.24432559558013028
12300000,102.02,0.99,0.23378739729175668
12400000,83.55,1.0,0.24009722446090576
12500000,99.03,0.99,0.26066714794171986
12600000,93.8,0.99,0.24020068857817048
12700000,112.98,0.98,0.21334866392195498
12800000,94.71,1.0,0.24320177717655003
12900000,89.95,1.0,0.2616227790807766
1300000,259.56,0.95,0.11858719700365172
13000000,81.92,1.0,0.29554959227832034
13100000,76.42,1.0,0.2743505242362043
13200000,79.52,1.0,0.2856480712138506
13300000,83.72,1.0,0.25495126636700394
13400000,105.19,0.99,0.2528826550002773
13500000,101.32,1.0,0.24956923926664223
13600000,97.82,1.0,0.23279256611853183
13700000,80.64,1.0,0.2762708391973059
13800000,88.42,1.0,0.26159274493602447
13900000,110.42,0.99,0.22489313798592073
1400000,219.02,0.99,0.10445547813151153
14000000,124.67,0.98,0.256223088568696
14100000,95.27,0.99,0.255600030729616
14200000,96.06,1.0,0.2285791550674824
14300000,94.13,1.0,0.2628821406050275
