step,return,length,success
49152,-1.3825015,665.0,1.0
65536,-6.197879,989.265625,0.046875
81920,-6.197879,989.265625,0.046875
98304,-6.112911,981.8307692307692,0.06153846153846154
114688,-5.972309,972.536231884058,0.08695652173913043
131072,-6.3275676,987.92,0.03
147456,-6.3275676,987.92,0.03
163840,-6.310318,987.92,0.03
180224,-6.304117,987.92,0.03
196608,-6.3961196,998.4,0.03
212992,-6.3961196,998.4,0.03
229376,-6.3537188,997.95,0.04
245760,-6.297919,996.29,0.05
262144,-6.205766,996.72,0.04
278528,-6.205766,996.72,0.04
294912,-6.186517,996.72,0.04
311296,-6.1921663,996.72,0.04
327680,-6.374169,1000.0,0.0
344064,-6.374169,1000.0,0.0
360448,-6.3679194,1000.0,0.0
376832,-6.340168,996.95,0.01
393216,-6.3277173,996.95,0.01
409600,-6.3277173,996.95,0.01
425984,-6.314067,996.95,0.01
442368,-6.3265166,996.95,0.01
458752,-6.305619,1000.0,0.0
475136,-6.305619,1000.0,0.0
491520,-6.3231196,1000.0,0.0
507904,-6.335419,1000.0,0.0
524288,-6.310921,999.75,0.01
540672,-6.310921,999.75,0.01
557056,-6.2864714,992.82,0.03
573440,-6.2983203,992.82,0.03
589824,-6.3902216,993.07,0.02
606208,-6.3902216,993.07,0.02
622592,-6.4101715,993.07,0.02
638976,-6.4107223,993.07,0.02
655360,-6.2754173,1000.0,0.0
671744,-6.2754173,1000.0,0.0
688128,-6.2390165,1000.0,0.0
704512,-6.481471,997.53,0.01
720896,-6.481471,997.53,0.01
737280,-6.3324695,984.61,0.03
753664,-6.36652,984.61,0.03
770048,-6.411272,982.23,0.03
786432,-6.394322,982.23,0.03
802816,-6.3620715,979.46,0.04
819200,-6.329021,979.46,0.04
835584,-6.3664207,992.13,0.03
851968,-6.3735704,992.13,0.03
868352,-6.2863197,987.56,0.04
884736,-6.0882173,976.82,0.07
901120,-6.013815,984.69,0.04
917504,-5.980364,981.66,0.05
933888,-5.868112,970.91,0.07
950272,-5.7712603,968.45,0.08
966656,-5.9859633,983.76,0.04
983040,-5.9937134,983.76,0.04
999424,-6.021214,978.45,0.05
1015808,-6.0084643,972.79,0.07
1032192,-6.2896705,987.77,0.05
1048576,-6.2969713,987.77,0.05
1064960,-6.2987194,987.77,0.05
1081344,-6.2858186,987.77,0.05
1097728,-6.2010164,989.44,0.02
1114112,-6.199367,989.44,0.02
1130496,-6.183966,985.47,0.03
1146880,-6.148966,985.47,0.03
1163264,-6.148866,991.01,0.02
1179648,-6.135065,991.01,0.02
1196032,-6.1572657,991.01,0.02
1212416,-6.1602674,991.01,0.02
1228800,-6.401919,1000.0,0.0
1245184,-6.42747,1000.0,0.0
1261568,-6.4702206,1000.0,0.0
1277952,-6.4606214,1000.0,0.0
1294336,-6.548273,1000.0,0.0
1310720,-6.572373,1000.0,0.0
1327104,-6.410871,996.68,0.02
1343488,-6.4172215,996.68,0.02
1359872,-6.228217,991.16,0.03
1376256,-6.2229176,991.16,0.03
1392640,-6.260568,991.16,0.03
1409024,-6.2760177,993.5,0.02
1425408,-6.158766,984.18,0.03
1441792,-6.192317,984.18,0.03
1458176,-6.186667,984.18,0.03
1474560,-6.169316,990.68,0.01
1490944,-6.0731645,983.21,0.02
1507328,-6.041864,980.69,0.03
1523712,-6.068166,979.5,0.04
1540096,-6.1455665,988.82,0.03
1556480,-6.170016,988.82,0.03
1572864,-6.0815663,983.43,0.04
1589248,-6.0141644,981.03,0.05
1605632,-6.1774163,992.21,0.02
1622016,-6.1664653,992.21,0.02
1638400,-6.1946163,992.21,0.02
1654784,-6.1370654,992.08,0.03
1671168,-6.1619654,998.85,0.02
1687552,-6.1677155,998.85,0.02
1703936,-6.068665,988.63,0.04
1720320,-5.9530635,979.53,0.07
1736704,-5.987414,979.9,0.06
1753088,-5.981214,979.9,0.06
1769472,-5.9841137,979.9,0.06
1785856,-5.9194136,972.8,0.07
1802240,-6.0890656,984.0,0.02
1818624,-6.0888166,984.0,0.02
1835008,-6.257468,984.0,0.02
1851392,-6.3102202,976.23,0.03
1867776,-6.6166735,983.33,0.02
1884160,-6.6228733,983.33,0.02
1900544,-6.5773735,981.26,0.04
1916928,-6.692274,990.16,0.03
1933312,-6.6531725,997.93,0.02
1949696,-6.6268725,997.93,0.02
1966080,-6.5733724,997.93,0.02
1982464,-6.45062,995.91,0.03
1998848,-6.3850193,997.65,0.02
2015232,-6.3855696,997.65,0.02
2031616,-6.3501186,997.65,0.02
2048000,-6.1193156,987.44,0.03
2064384,-6.1425653,986.94,0.04
2080768,-6.1499157,987.27,0.03
2097152,-6.197617,987.27,0.03
2113536,-6.2114162,990.29,0.02
2129920,-6.2472157,992.21,0.02
2146304,-6.279767,992.21,0.02
2162688,-6.2946687,989.5,0.04
