step,return,length,success
32768,0.012498975,437.0,1.0
49152,-1.197731,579.6363636363636,1.0
65536,-4.4641485,886.8955223880597,0.373134328358209
81920,-3.6667461,798.9746835443038,0.46835443037974683
98304,-2.9412801,719.46,0.58
114688,-2.244324,636.56,0.62
131072,-1.387165,540.04,0.83
147456,-1.1135647,501.41,0.82
163840,-1.2148657,503.57,0.78
180224,-0.16260603,396.81,0.9
196608,-0.47980747,430.76,0.88
212992,-0.4608585,422.59,0.88
229376,-0.86081284,460.09,0.83
245760,-1.0332634,479.15,0.83
262144,-0.85401046,463.08,0.87
278528,-0.51945716,430.26,0.91
294912,-0.5691583,437.63,0.91
311296,-0.27760735,405.07,0.91
327680,-0.29570764,407.29,0.88
344064,-0.35910892,409.8,0.84
360448,-0.8553625,464.75,0.81
376832,-0.5283099,432.82,0.85
393216,-0.7117609,454.67,0.84
409600,-0.33260792,417.38,0.88
425984,-0.1460052,400.19,0.92
442368,0.16664588,362.43,0.93
458752,0.20394531,352.45,0.93
475136,0.0020931005,369.41,0.89
491520,-0.25095728,398.08,0.88
507904,-0.4172087,416.41,0.87
524288,-0.44210872,423.82,0.87
540672,-0.86271197,467.9,0.81
557056,-0.90916413,476.95,0.81
573440,-0.835214,465.67,0.8
589824,-0.59136176,444.31,0.83
606208,-0.38560912,429.53,0.87
622592,-0.54666024,449.17,0.87
638976,-0.30130902,417.68,0.86
655360,-0.04390579,391.37,0.9
671744,0.42599624,336.97,0.93
688128,0.9272483,278.98,0.96
704512,0.47399616,330.84,0.93
720896,0.5110951,321.77,0.93
737280,0.7331965,297.3,0.95
753664,0.4469455,328.82,0.92
770048,0.35604563,341.88,0.91
786432,0.043792095,368.38,0.89
802816,0.00069170474,375.26,0.89
819200,0.31924495,345.74,0.92
835584,0.65729743,311.31,0.96
851968,0.94919884,280.49,0.98
868352,1.2771,244.36,0.99
884736,0.9113984,281.06,0.96
901120,0.836947,284.75,0.94
917504,1.0707985,256.78,0.97
933888,1.2265989,242.16,0.98
950272,1.0263482,272.72,0.97
966656,1.3914484,224.83,0.95
983040,1.5317496,210.1,0.98
999424,1.2293487,245.39,0.96
1015808,1.2535982,246.17,0.96
1032192,1.5108997,209.2,0.99
1048576,1.0467974,255.15,0.95
1064960,1.3290982,226.85,0.96
1081344,1.4607489,214.08,0.97
1097728,1.3340979,224.79,0.95
1114112,1.3823482,222.42,0.96
1130496,1.2746981,233.79,0.97
1146880,1.1398971,250.15,0.93
1163264,1.3758985,223.66,0.96
1179648,1.0106972,271.36,0.95
1196032,1.0051985,280.19,0.97
1212416,1.0027976,286.29,0.97
1228800,1.0925483,278.11,0.97
1245184,1.4131479,232.62,0.97
1261568,1.1012974,266.32,0.94
1277952,1.2717986,248.99,0.96
1294336,1.3862984,228.96,0.96
1310720,1.4868479,215.28,0.96
1327104,1.4783977,211.52,0.96
1343488,1.6430485,196.33,0.96
1359872,1.6685495,195.21,0.99
1376256,1.5224488,206.54,0.97
1392640,1.4666982,212.36,0.96
1409024,1.5557983,200.21,0.97
1425408,1.4188981,217.95,0.97
1441792,1.8821502,166.27,0.99
1458176,1.7912484,178.36,0.98
1474560,1.6217482,196.46,0.97
1490944,1.9323993,163.74,0.99
1507328,2.0830505,146.6,1.0
1523712,1.9144002,171.46,0.99
1540096,1.7671984,185.26,0.96
1556480,1.9395987,160.41,0.97
1572864,2.16825,131.17,0.99
1589248,1.6818985,194.29,0.98
1605632,1.3183966,235.03,0.95
1622016,1.1752954,252.38,0.93
1638400,1.6225486,209.1,0.97
1654784,1.7267985,199.39,0.97
1671168,1.4968479,229.95,0.94
1687552,1.5994987,218.87,0.96
1703936,2.0135992,160.0,0.96
1720320,1.4035475,239.71,0.92
1736704,1.5184488,233.32,0.98
1753088,1.6172484,221.63,0.98
1769472,1.9033496,180.4,0.99
1785856,1.7792993,193.41,1.0
1802240,2.0256991,150.25,0.97
1818624,2.014899,151.25,0.98
1835008,1.740897,178.75,0.93
1851392,1.6863476,192.33,0.95
1867776,1.3032466,239.39,0.93
1884160,1.6701977,198.03,0.94
1900544,1.6363481,203.91,0.94
1916928,1.2772468,247.63,0.92
1933312,1.8261485,180.7,0.96
1949696,1.6840478,196.78,0.94
1966080,1.8501984,178.62,0.96
1982464,1.8835993,175.37,0.98
1998848,1.9004493,165.73,0.98
2015232,1.9086487,159.39,0.98
2031616,2.37685,106.1,1.0
2048000,1.8505489,163.33,0.97
2064384,2.177249,122.05,0.98
2080768,2.345349,103.34,0.97
2097152,1.9712975,147.61,0.95
2113536,2.1872993,125.88,0.98
2129920,2.0064979,143.06,0.95
2146304,1.8940976,160.32,0.94
2162688,2.2080495,126.95,0.99
2179072,2.2525997,117.4,0.99
2195456,2.3461494,106.54,0.98
2211840,2.157799,130.17,0.97
2228224,2.3980498,99.43,1.0
2244608,2.219549,120.46,0.98
2260992,2.48975,85.52,1.0
2277376,2.4363003,92.15,1.0
2293760,2.39315,99.69,1.0
2310144,2.1864502,125.81,0.99
2326528,2.3054492,108.34,0.98
2342912,2.4352999,95.21,1.0
2359296,2.3613493,102.88,0.98
2375680,2.3980997,96.93,0.99
2392064,2.4902499,88.86,1.0
2408448,2.4378998,94.26,1.0
2424832,2.51775,83.11,1.0
2441216,2.6327503,68.51,1.0
2457600,2.4300501,93.08,1.0
2473984,2.4895496,82.87,0.99
2490368,2.5361001,80.25,1.0
2506752,2.5647495,72.69,0.99
2523136,2.4446495,88.56,0.99
2539520,2.6190002,68.53,1.0
2555904,2.5549002,76.19,1.0
2572288,2.4933496,83.43,0.99
2588672,2.53675,78.65,1.0
2605056,2.3250494,105.23,0.99
2621440,2.410799,93.98,0.98
2637824,2.1739483,122.5,0.97
2654208,2.64285,65.69,1.0
2670592,2.4077487,90.12,0.97
2686976,2.6885998,58.57,0.99
2703360,2.2342985,112.14,0.96
2719744,2.4719994,85.97,0.98
2736128,2.160999,124.94,0.97
2752512,2.7316003,53.43,1.0
2768896,2.4771497,84.81,0.98
2785280,2.4712493,82.81,0.98
2801664,2.51235,80.47,1.0
2818048,2.5240493,78.6,0.99
2834432,2.5007503,83.54,1.0
2850816,2.6372998,65.82,1.0
2867200,2.6742501,61.06,1.0
2883584,2.5403996,74.03,0.98
2899968,2.7122006,55.87,1.0
2916352,2.7151003,54.82,1.0
2932736,2.6003497,67.4,0.99
2949120,2.7248502,53.55,1.0
2965504,2.5015996,81.26,0.99
2981888,2.7647998,48.42,1.0
2998272,2.5282993,75.84,0.98
3014656,2.5617492,71.64,0.98
3031040,2.5685494,72.08,0.99
3047424,2.4913497,81.62,0.99
3063808,2.4469488,85.31,0.97
3080192,2.7779,46.35,1.0
3096576,2.5730495,69.52,0.99
3112960,2.7073004,54.71,1.0
3129344,2.7278497,51.76,1.0
3145728,2.4058983,85.13,0.98
3162112,2.420249,85.29,0.98
3178496,2.7015502,58.08,1.0
3194880,2.6983001,56.23,1.0
3211264,2.5037,80.58,0.99
3227648,2.482149,81.68,0.98
3244032,2.7822504,46.28,1.0
3260416,2.6641996,59.29,0.99
3276800,2.6247497,64.74,0.99
3293184,2.75875,48.07,1.0
3309568,2.5626,72.64,0.99
3325952,2.6018,67.0,1.0
3342336,2.6241999,65.22,0.99
3358720,2.5402992,73.81,0.98
3375104,2.6586,62.24,1.0
3391488,2.61325,66.23,0.99
3407872,2.5303495,74.32,0.99
3424256,2.7163994,53.22,0.99
3440640,2.5976996,69.19,0.99
3457024,2.5675495,70.76,0.99
3473408,2.6949499,56.75,0.99
3489792,2.67075,61.49,1.0
3506176,2.61975,66.87,0.99
3522560,2.5957994,69.51,0.99
3538944,2.679,59.37,1.0
3555328,2.5790992,67.51,0.98
3571712,2.6615503,61.5,1.0
3588096,2.76495,50.33,1.0
3604480,2.5880494,69.34,0.98
3620864,2.6321502,67.42,1.0
3637248,2.77135,47.6,1.0
3653632,2.7169502,54.21,1.0
3670016,2.7850006,45.42,1.0
3686400,2.7530499,49.42,1.0
3702784,2.7915504,43.75,1.0
3719168,2.6038501,68.69,1.0
3735552,2.7241502,51.81,1.0
3751936,2.7527502,50.66,1.0
3768320,2.7785504,46.7,1.0
3784704,2.6835995,57.66,0.99
3801088,2.8123498,42.37,1.0
3817472,2.6642997,60.73,0.99
3833856,2.8042002,43.23,1.0
3850240,2.6262999,63.78,0.99
3866624,2.7257996,51.26,0.99
3883008,2.7772503,45.7,1.0
3899392,2.7014499,55.12,1.0
3915776,2.64025,61.99,0.99
3932160,2.7271001,52.73,1.0
3948544,2.7926505,44.51,1.0
3964928,2.7857502,46.22,1.0
3981312,2.7465003,51.33,1.0
3997696,2.7200499,53.91,0.99
4014080,2.8298502,38.97,1.0
4030464,2.5839498,72.94,0.99
4046848,2.5609498,72.73,0.98
4063232,2.7578,49.64,1.0
4079616,2.593,70.91,1.0
4096000,2.7004495,55.41,0.99
4112384,2.6976502,57.58,1.0
4128768,2.7173502,55.51,1.0
4145152,2.7889004,45.94,1.0
4161536,2.6990502,58.12,1.0
4177920,2.7908,45.14,1.0
4194304,2.6827002,60.69,1.0
4210688,2.7879999,45.46,1.0
4227072,2.7831507,46.8,1.0
4243456,2.8162003,41.91,1.0
4259840,2.7415001,51.93,1.0
4276224,2.8086998,43.96,1.0
4292608,2.75625,50.86,1.0
4308992,2.6854498,58.72,1.0
4325376,2.7756,46.81,1.0
4341760,2.82175,42.5,1.0
4358144,2.7181995,51.47,0.99
4374528,2.71515,55.74,1.0
4390912,2.7373502,52.5,1.0
4407296,2.7575998,50.79,1.0
4423680,2.762,48.22,1.0
4440064,2.7914498,46.24,1.0
4456448,2.6534498,63.29,0.99
4472832,2.6557992,62.52,0.99
4489216,2.7624998,50.05,1.0
4505600,2.6872504,59.39,1.0
4521984,2.696799,54.99,0.99
4538368,2.8663502,36.16,1.0
4554752,2.7254,54.01,1.0
4571136,2.7944002,44.83,1.0
4587520,2.7864006,48.34,1.0
4603904,2.7012992,54.23,0.98
4620288,2.6782498,58.07,0.99
4636672,2.6862,60.39,0.99
4653056,2.72645,52.49,0.99
4669440,2.588049,68.94,0.98
4685824,2.6908998,57.15,0.99
4702208,2.7843504,46.14,1.0
4718592,2.7669995,49.11,0.99
4734976,2.7521503,52.76,1.0
4751360,2.7198498,55.31,1.0
4767744,2.79635,45.11,1.0
4784128,2.7718,49.47,1.0
4800512,2.674,60.95,1.0
4816896,2.6430497,63.71,0.99
4833280,2.7233,52.26,0.99
4849664,2.6052997,66.21,0.99
4866048,2.7497497,49.02,0.99
4882432,2.5644996,70.89,0.99
4898816,2.7369,51.9,1.0
4915200,2.8369503,40.15,1.0
4931584,2.7066495,53.15,1.0
4947968,2.7585495,48.7,1.0
4964352,2.7418504,51.9,1.0
4980736,2.7343502,51.69,1.0
4997120,2.6119995,66.07,0.99
5013504,2.66795,60.0,0.99
5029888,2.8549502,36.56,1.0
5046272,2.77535,47.86,1.0
5062656,2.5457988,72.93,0.98
5079040,2.6913505,56.77,1.0
5095424,2.6459992,61.02,0.98
5111808,2.8266497,41.02,1.0
5128192,2.7555,49.82,1.0
5144576,2.7157993,53.39,0.99
5160960,2.7108002,55.93,1.0
5177344,2.78085,47.36,1.0
5193728,2.8178504,42.77,1.0
5210112,2.6554995,60.43,0.99
5226496,2.8222501,40.67,1.0
5242880,2.6584494,58.49,0.98
5259264,2.7403998,50.09,1.0
5275648,2.8419,38.07,1.0
5292032,2.7090003,57.28,1.0
5308416,2.7835999,46.6,1.0
5324800,2.8215504,40.19,1.0
5341184,2.8589997,36.75,1.0
5357568,2.8077502,43.83,1.0
5373952,2.7414498,53.31,1.0
5390336,2.8262,39.2,1.0
5406720,2.8476498,37.28,1.0
5423104,2.8326,39.81,1.0
5439488,2.7364001,51.45,1.0
5455872,2.78445,46.09,1.0
5472256,2.8449001,37.07,1.0
5488640,2.7874503,46.83,1.0
5505024,2.7130003,56.77,1.0
5521408,2.8044996,43.74,1.0
5537792,2.651849,60.13,0.99
5554176,2.78885,44.39,1.0
5570560,2.8020499,44.63,1.0
5586944,2.7773502,47.25,1.0
5603328,2.6660995,60.71,1.0
5619712,2.7657998,46.67,0.99
5636096,2.8084,41.98,1.0
5652480,2.6204498,65.98,0.99
5668864,2.6656504,62.42,1.0
5685248,2.7457497,50.43,0.99
5701632,2.84375,38.61,1.0
5718016,2.8097,41.82,1.0
5734400,2.8376505,39.43,1.0
5750784,2.8403502,39.41,1.0
5767168,2.7838497,46.41,1.0
5783552,2.8208005,42.59,1.0
5799936,2.7685494,48.17,1.0
5816320,2.7956502,44.95,1.0
5832704,2.7958498,45.09,1.0
5849088,2.84535,37.26,1.0
5865472,2.8355498,38.7,1.0
5881856,2.6228492,64.0,0.98
5898240,2.8748999,33.33,1.0
5914624,2.8264,40.88,1.0
5931008,2.7944503,44.55,1.0
5947392,2.7333002,50.55,0.99
5963776,2.78315,46.41,1.0
5980160,2.8392,39.15,1.0
5996544,2.7495997,51.21,0.99
6012928,2.8226502,41.26,1.0
6029312,2.7350996,51.48,0.99
6045696,2.7383497,51.03,0.99
6062080,2.7010992,55.37,1.0
6078464,2.7916498,44.11,1.0
6094848,2.7346995,49.36,0.99
6111232,2.7565496,49.2,1.0
6127616,2.74215,51.38,1.0
6144000,2.7834003,46.74,1.0
6160384,2.80895,41.36,1.0
6176768,2.6866,57.67,1.0
6193152,2.8419504,37.59,1.0
6209536,2.6731994,57.83,0.99
6225920,2.81035,42.13,1.0
6242304,2.7642503,48.09,1.0
6258688,2.7812,46.36,1.0
6275072,2.7529497,50.28,1.0
6291456,2.6792998,59.64,0.99
6307840,2.8091505,42.46,1.0
6324224,2.6148994,65.22,0.98
6340608,2.7936,43.29,1.0
6356992,2.8412998,37.96,1.0
6373376,2.7900496,43.01,0.99
6389760,2.8084998,42.61,1.0
6406144,2.597949,66.95,0.98
6422528,2.8727503,34.46,1.0
6438912,2.7353497,47.96,0.99
6455296,2.3746982,93.97,0.96
6471680,2.7141004,54.18,0.99
6488064,2.5334992,74.04,0.98
6504448,2.71235,54.17,0.99
6520832,2.6186996,63.38,0.99
6537216,2.7982502,44.91,1.0
6553600,2.6817496,57.55,0.99
6569984,2.7729502,46.67,1.0
6586368,2.8259,39.39,1.0
6602752,2.597049,67.79,0.98
6619136,2.74835,50.85,1.0
6635520,2.6312494,65.74,0.98
6651904,2.80035,44.05,1.0
6668288,2.80305,40.75,0.99
6684672,2.8,44.1,1.0
6701056,2.6920485,50.66,0.99
6717440,2.8545501,36.26,1.0
6733824,2.8051496,42.44,1.0
6750208,2.6762993,58.39,0.99
6766592,2.7482998,52.72,1.0
6782976,2.85055,37.23,1.0
6799360,2.84265,38.28,1.0
6815744,2.8613,35.59,1.0
6832128,2.7836,46.14,1.0
6848512,2.75435,49.15,1.0
6864896,2.8006501,42.52,0.99
6881280,2.8483999,36.48,1.0
6897664,2.8654504,34.35,1.0
6914048,2.8391004,38.79,1.0
6930432,2.7075493,52.07,0.98
6946816,2.8965003,29.39,1.0
6963200,2.8879004,32.1,1.0
6979584,2.7499497,49.51,0.99
6995968,2.7249498,53.53,0.99
7012352,2.6418998,62.08,0.98
7028736,2.7873003,46.38,1.0
7045120,2.8439002,38.0,1.0
7061504,2.8089502,43.61,1.0
7077888,2.8000002,44.3,1.0
7094272,2.7283998,51.14,0.99
7110656,2.5779493,68.44,0.97
7127040,2.8027496,41.83,0.99
7143424,2.8189497,42.77,1.0
7159808,2.8388,37.79,1.0
7176192,2.8884997,31.49,1.0
7192576,2.7207496,51.97,0.99
7208960,2.8324003,39.63,1.0
7225344,2.8273501,39.7,1.0
7241728,2.67695,59.1,1.0
7258112,2.8615997,35.2,1.0
7274496,2.6567495,61.33,1.0
7290880,2.6299994,60.83,0.98
7307264,2.8497498,36.78,1.0
7323648,2.7624998,47.61,0.99
7340032,2.8647997,36.15,1.0
7356416,2.7315993,50.28,0.99
7372800,2.8350997,38.97,1.0
7389184,2.7971997,42.39,0.99
7405568,2.8381002,38.65,1.0
7421952,2.8477,39.1,1.0
7438336,2.8555503,35.55,1.0
7454720,2.7273495,50.86,0.99
7471104,2.8619504,35.15,1.0
7487488,2.86225,35.12,1.0
7503872,2.84625,37.33,1.0
7520256,2.8549001,36.16,1.0
7536640,2.8507001,36.38,1.0
7553024,2.8753004,34.09,1.0
7569408,2.8312502,40.94,1.0
7585792,2.6179492,61.6,0.98
7602176,2.8231,39.88,1.0
7618560,2.7854497,46.0,1.0
7634944,2.7504492,47.87,0.99
7651328,2.7949996,44.41,1.0
7667712,2.7910995,44.8,1.0
7684096,2.83765,38.68,1.0
7700480,2.8339002,38.2,1.0
7716864,2.8589,36.36,1.0
7733248,2.7994,43.68,1.0
7749632,2.7645493,45.55,0.99
7766016,2.666699,58.04,0.98
7782400,2.8499498,37.35,1.0
7798784,2.7163498,53.63,0.99
7815168,2.76075,48.86,0.99
7831552,2.8039997,43.45,1.0
7847936,2.85925,35.47,1.0
7864320,2.86135,35.35,1.0
7880704,2.7834997,45.1,0.99
7897088,2.7554498,47.04,0.99
7913472,2.8145502,41.15,1.0
7929856,2.8614502,37.07,1.0
7946240,2.7949502,42.28,1.0
7962624,2.8007505,43.39,1.0
7979008,2.7754498,44.83,0.99
7995392,2.8786502,33.38,1.0
8011776,2.8807502,33.21,1.0
8028160,2.86825,34.42,1.0
8044544,2.8243504,40.23,1.0
8060928,2.82985,40.88,1.0
8077312,2.8715,34.19,1.0
8093696,2.7994,43.04,1.0
8110080,2.82585,39.5,1.0
8126464,2.7476995,48.65,0.99
8142848,2.8098502,42.44,1.0
8159232,2.6897995,54.76,0.99
8175616,2.8671002,35.48,1.0
8192000,2.8562503,36.09,1.0
8208384,2.8394003,38.31,1.0
8224768,2.7311993,50.85,0.99
8241152,2.7782001,47.46,1.0
8257536,2.8354504,39.75,1.0
8273920,2.81,42.15,1.0
8290304,2.8824499,33.18,1.0
8306688,2.7565994,47.27,0.99
8323072,2.822,40.88,1.0
8339456,2.8158503,41.94,1.0
8355840,2.8634996,36.18,1.0
8372224,2.8617,36.49,1.0
